chunkid	passagefails	worderrors
44262_1	0.00689	0.012
44262_2	0.00849	0.01005
44262_3	0.01037	0.00898
44262_4	0.0084	0.00987
44262_5	0.01249	0.01355
44262_6	0.0095	0.01043
44262_7	0.01039	0.00994
44262_8	0.18794	0.00982
40010_0	0.01283	0.01237
40010_1	0.0036	0.01042
40010_2	0.00474	0.01083
40010_3	0.01077	0.01318
40010_4	0.00596	0.01598
40010_5	0.00823	0.01003
40010_6	0.81079	0.00531
27712_0	0.02813	0.00612
27712_1	0.00359	0.00516
27712_2	0.18474	0.01743
27712_3	0.26408	0.02257
27712_4	0.27841	0.02028
27712_5	0.29797	0.01407
53905_0	0.17175	0.00406
53905_1	0.00892	0.00462
53905_2	0.00495	0.00495
53905_3	0.00912	0.00556
53905_4	0.008	0.004
53905_5	0.15624	0.00395
33564_0	0.08005	0.01737
33564_1	0.09826	0.01713
37925_0	0.0125	0.01445
37925_1	0.00227	0.01317
37925_2	0.03261	0.01199
52603_0	0.12273	0.01187
52603_1	0.01517	0.01301
52603_2	0.01403	0.0132
52603_3	0.01715	0.01558
52603_4	0.05555	0.0153
52603_5	0.01253	0.0163
52603_6	0.01734	0.01649
52603_7	0.01422	0.01277
52603_8	0.01213	0.01518
32083_0	0.02283	0.00951
32083_1	0.00825	0.00733
32083_2	0.00931	0.00764
6098_0	0.0544	0.15799
6098_1	0.01414	0.14802
6098_10	0.01456	0.14193
6098_11	0.01909	0.13903
6098_12	0.01346	0.13615
6098_13	0.01505	0.14893
6098_14	0.02836	0.13874
6098_2	0.01654	0.15717
6098_3	0.02042	0.14527
6098_4	0.01224	0.15481
6098_5	0.02861	0.14632
6098_6	0.01468	0.15526
6098_7	0.01261	0.14932
6098_8	0.01611	0.15465
6098_9	0.02692	0.14307
36965_0	0.08776	0.0163
36965_1	0.00378	0.01832
36965_2	0.0077	0.01686
36965_3	0.00689	0.01558
36965_4	0.14187	0.0152
41286_0	0.02148	0.02004
41286_1	0.00476	0.01978
41286_2	0.00739	0.02033
41286_3	0.0072	0.02017
41286_4	0.00586	0.01789
41286_5	0.00368	0.01779
41286_6	0.03282	0.01674
33604_0	0.00931	0.01639
33604_1	0.00115	0.01538
33604_10	0.00393	0.01343
33604_11	0.01454	0.01646
33604_12	0.00357	0.01309
33604_13	0.14066	0.02771
33604_2	0.003	0.01542
33604_3	0.00639	0.01262
33604_4	0.00527	0.01344
33604_5	0.00278	0.01398
33604_6	0.00847	0.01394
33604_7	0.00407	0.01447
33604_8	0.0043	0.01415
33604_9	0.00358	0.01913
36754_0	0.01863	0.01983
36754_1	0.02814	0.02236
7025_0	0.99794	0.0
7025_1	0.00608	0.00898
7025_10	0.01806	0.00791
7025_11	0.01442	0.00844
7025_12	0.02285	0.00947
7025_13	0.55977	0.01077
7025_2	0.02156	0.0108
7025_3	0.01989	0.01176
7025_4	0.01776	0.01168
7025_5	0.00652	0.01004
7025_6	0.02227	0.01094
7025_7	0.02299	0.01061
7025_8	0.02463	0.00797
7025_9	0.01893	0.00784
BurnFCOfic_0	0.03434	0.17181
BurnFCOfic_1	0.02459	0.16623
BurnFCOfic_2	0.02259	0.17443
BurnFCOfic_3	0.02576	0.16862
58310_0	0.09691	0.00833
58310_1	0.04864	0.00669
58310_2	0.053	0.00554
58310_3	0.06879	0.0068
58310_4	0.07475	0.00733
58310_5	0.05319	0.00657
58310_6	0.04742	0.00616
58310_7	0.05635	0.00462
58310_8	0.38763	0.00616
40205_0	0.08498	0.02898
40205_1	0.06252	0.02992
40205_2	0.05924	0.03668
40205_3	0.05862	0.02415
40205_4	0.05963	0.02673
51644_0	0.00944	0.00699
51644_1	0.00361	0.00898
51644_2	0.00383	0.00775
51644_3	0.56227	0.0075
55378_0	0.00903	0.00917
55378_1	0.00518	0.00677
55378_2	0.00582	0.00664
55378_3	0.00719	0.00689
55378_4	0.49815	0.00609
56665_0	0.16456	0.00801
56665_1	0.00629	0.00614
56665_2	0.00935	0.01038
56665_3	0.004	0.00652
56665_4	0.00052	0.00652
56665_5	0.0006	0.00774
56665_6	0.00388	0.00752
56665_7	0.00239	0.00756
56665_8	0.03124	0.00794
45619_0	0.11434	0.00887
45619_1	0.00306	0.0061
45619_2	0.00157	0.00826
45619_3	0.00337	0.00765
45619_4	0.00648	0.00775
45619_5	0.0	0.0068
45619_6	0.00115	0.00665
32446_0	0.02728	0.00994
32446_1	0.00317	0.00949
32446_2	0.00499	0.00959
32446_3	0.00789	0.00882
32446_4	0.00489	0.0083
32446_5	0.0055	0.00841
32446_6	0.0042	0.01007
32446_7	0.00213	0.0081
32446_8	0.00608	0.00876
32446_9	0.00923	0.01045
49786_0	0.04705	0.00965
49786_1	0.01216	0.01047
49786_10	0.0128	0.00845
49786_11	0.00305	0.00863
49786_12	0.00836	0.00665
49786_2	0.00549	0.01028
49786_3	0.00496	0.00889
49786_4	0.01549	0.00678
49786_5	0.02728	0.00996
49786_6	0.01484	0.00772
49786_7	0.00723	0.01051
49786_8	0.00622	0.01026
49786_9	0.00608	0.00778
39274_0	0.01216	0.0096
39274_1	0.00336	0.00996
39274_2	0.00175	0.00954
39274_3	0.00574	0.01403
35300_0	0.01483	0.01046
35300_1	0.30027	0.00714
27923_0	0.02526	0.00901
27923_1	0.02131	0.00964
27923_2	0.00741	0.00972
27923_3	0.0043	0.01009
41324_0	0.10402	0.01344
41324_1	0.00534	0.01304
41324_2	0.08404	0.01241
48843_0	0.07805	0.00639
48843_1	0.00471	0.00728
48843_2	0.00744	0.00378
48843_3	0.00652	0.00366
48843_4	0.00271	0.00391
48843_5	0.00778	0.00425
48843_6	0.00616	0.00414
48843_7	0.00429	0.00421
48843_8	0.10934	0.00351
33573_0	0.00906	0.03528
33573_1	0.00622	0.02573
33573_2	0.00293	0.03227
33573_3	0.00329	0.03025
33573_4	0.00452	0.02381
33573_5	0.00823	0.03018
33573_6	0.00188	0.02568
33573_7	0.00929	0.02996
6312_0	0.04108	0.01308
6312_1	0.03848	0.01644
6312_2	0.03656	0.013
6312_3	0.06811	0.01646
2160_0	0.10856	0.15384
2160_1	0.01552	0.15116
2160_10	0.01269	0.16018
2160_2	0.01526	0.15699
2160_3	0.01649	0.15431
2160_4	0.02515	0.1537
2160_5	0.01871	0.1556
2160_6	0.01202	0.16265
2160_7	0.01071	0.15701
2160_8	0.01133	0.15765
2160_9	0.00795	0.15856
RadcASRfic_0	0.00921	0.0736
RadcASRfic_1	0.00532	0.03189
RadcASRfic_2	0.00488	0.03374
31210_0	0.25564	0.0159
31210_1	0.00216	0.01212
31210_10	1.0	0.0
31210_11	0.9897	0.0
31210_12	0.99487	0.0
31210_2	0.00244	0.01417
31210_3	0.00495	0.01479
31210_4	0.00266	0.01442
31210_5	0.00548	0.01027
31210_6	0.63125	0.01071
31210_7	1.0	0.0
31210_8	0.99762	0.02484
31210_9	1.0	0.0
55594_0	0.25898	0.01262
55594_1	0.03477	0.01085
55594_2	0.04306	0.01099
55594_3	0.04789	0.01126
55594_4	0.03782	0.00943
55594_5	0.03426	0.00937
55594_6	0.04279	0.00989
55594_7	0.12673	0.01064
49630_0	0.01863	0.00588
49630_1	0.00177	0.00603
49630_2	0.0	0.00735
49630_3	0.00339	0.00547
49630_4	0.00296	0.00486
49630_5	0.0071	0.00453
49630_6	0.00052	0.00554
49630_7	0.96739	0.01182
6702_0	0.07243	0.01451
6702_1	0.02992	0.01239
6702_10	0.03427	0.00998
6702_11	0.7848	0.0098
6702_2	0.04415	0.01001
6702_3	0.04253	0.01195
6702_4	0.03845	0.01239
6702_5	0.03217	0.01286
6702_6	0.03852	0.00891
6702_7	0.04134	0.01169
6702_8	0.0369	0.01089
6702_9	0.03374	0.01388
1079_0	0.5717	0.13353
1079_1	0.53889	0.14121
1079_10	0.56322	0.13319
1079_11	0.57447	0.11901
1079_12	0.5466	0.13042
1079_13	0.99257	0.11473
1079_14	0.99967	0.0
1079_2	0.65003	0.12954
1079_3	0.57668	0.12795
1079_4	0.57401	0.13354
1079_5	0.55776	0.15688
1079_6	0.59721	0.13499
1079_7	0.5962	0.13148
1079_8	0.63986	0.12931
1079_9	0.56331	0.12225
46517_0	0.00558	0.0043
46517_1	0.00061	0.00466
46517_2	0.00333	0.00436
46517_3	0.00121	0.00671
46517_4	0.00172	0.00331
46517_5	0.06229	0.00325
CumbRAEbio_0	0.02896	0.06041
CumbRAEbio_1	0.05249	0.06655
52599_0	0.00425	0.00955
52599_1	0.00092	0.01118
52599_2	0.0007	0.01079
52599_3	0.0007	0.01164
52599_4	0.00253	0.01042
52599_5	0.00221	0.01139
21577_0	0.25676	0.00775
21577_1	0.27749	0.0088
21577_10	0.00059	0.01219
21577_11	0.00807	0.0123
21577_12	0.14007	0.01216
21577_13	0.08045	0.01415
21577_2	0.27673	0.00985
21577_3	0.25427	0.00826
21577_4	0.27109	0.01123
21577_5	0.08136	0.01321
21577_6	0.00245	0.01136
21577_7	0.00388	0.0112
21577_8	0.02385	0.01345
21577_9	0.00701	0.01362
